,Tau,Method,Recovery
3095,5.0,Randomized,0
3096,0.0,Naive,1
3097,0.025,Randomized,1
3098,0.05,Randomized,1
3099,0.1,Randomized,1
3100,0.25,Randomized,1
3101,0.5,Randomized,0
3102,1.0,Randomized,0
3103,5.0,Randomized,0
3104,0.0,Naive,1
3105,0.025,Randomized,1
3106,0.05,Randomized,1
3107,0.1,Randomized,1
3108,0.25,Randomized,0
3109,0.5,Randomized,0
3110,1.0,Randomized,0
3111,5.0,Randomized,0
3112,0.0,Naive,1
3113,0.025,Randomized,1
3114,0.05,Randomized,1
3115,0.1,Randomized,1
3116,0.25,Randomized,1
3117,0.5,Randomized,0
3118,1.0,Randomized,0
3119,5.0,Randomized,0
3120,0.0,Naive,1
3121,0.025,Randomized,1
3122,0.05,Randomized,1
3123,0.1,Randomized,1
3124,0.25,Randomized,0
3125,0.5,Randomized,0
3126,1.0,Randomized,0
3127,5.0,Randomized,0
3128,0.0,Naive,1
3129,0.025,Randomized,1
3130,0.05,Randomized,1
3131,0.1,Randomized,1
3132,0.25,Randomized,1
3133,0.5,Randomized,0
3134,1.0,Randomized,0
3135,5.0,Randomized,0
3136,0.0,Naive,1
3137,0.025,Randomized,1
3138,0.05,Randomized,1
3139,0.1,Randomized,0
3140,0.25,Randomized,0
3141,0.5,Randomized,0
3142,1.0,Randomized,0
3143,5.0,Randomized,0
3144,0.0,Naive,1
3145,0.025,Randomized,1
3146,0.05,Randomized,1
3147,0.1,Randomized,1
3148,0.25,Randomized,1
3149,0.5,Randomized,0
3150,1.0,Randomized,0
3151,5.0,Randomized,0
3152,0.0,Naive,1
3153,0.025,Randomized,1
3154,0.05,Randomized,1
3155,0.1,Randomized,1
3156,0.25,Randomized,1
3157,0.5,Randomized,0
3158,1.0,Randomized,1
3159,5.0,Randomized,0
3160,0.0,Naive,1
3161,0.025,Randomized,1
3162,0.05,Randomized,1
3163,0.1,Randomized,1
3164,0.25,Randomized,1
3165,0.5,Randomized,0
3166,1.0,Randomized,0
3167,5.0,Randomized,0
3168,0.0,Naive,0
3169,0.025,Randomized,0
3170,0.05,Randomized,0
3171,0.1,Randomized,0
3172,0.25,Randomized,0
3173,0.5,Randomized,0
3174,1.0,Randomized,0
3175,5.0,Randomized,0
3176,0.0,Naive,0
3177,0.025,Randomized,0
3178,0.05,Randomized,0
3179,0.1,Randomized,0
3180,0.25,Randomized,0
3181,0.5,Randomized,0
3182,1.0,Randomized,0
3183,5.0,Randomized,0
3184,0.0,Naive,0
3185,0.025,Randomized,0
3186,0.05,Randomized,0
3187,0.1,Randomized,1
3188,0.25,Randomized,0
3189,0.5,Randomized,0
3190,1.0,Randomized,0
3191,5.0,Randomized,0
3192,0.0,Naive,1
3193,0.025,Randomized,1
3194,0.05,Randomized,1
3195,0.1,Randomized,1
3196,0.25,Randomized,1
3197,0.5,Randomized,0
3198,1.0,Randomized,0
3199,5.0,Randomized,0
3200,0.0,Naive,1
3201,0.025,Randomized,1
3202,0.05,Randomized,1
3203,0.1,Randomized,1
3204,0.25,Randomized,0
3205,0.5,Randomized,0
3206,1.0,Randomized,0
3207,5.0,Randomized,0
3208,0.0,Naive,1
3209,0.025,Randomized,1
3210,0.05,Randomized,1
3211,0.1,Randomized,1
3212,0.25,Randomized,1
3213,0.5,Randomized,0
3214,1.0,Randomized,0
3215,5.0,Randomized,0
3216,0.0,Naive,1
3217,0.025,Randomized,1
3218,0.05,Randomized,1
3219,0.1,Randomized,1
3220,0.25,Randomized,0
3221,0.5,Randomized,0
3222,1.0,Randomized,0
3223,5.0,Randomized,0
3224,0.0,Naive,1
3225,0.025,Randomized,1
3226,0.05,Randomized,1
3227,0.1,Randomized,1
3228,0.25,Randomized,1
3229,0.5,Randomized,0
3230,1.0,Randomized,0
3231,5.0,Randomized,0
3232,0.0,Naive,1
3233,0.025,Randomized,1
3234,0.05,Randomized,1
3235,0.1,Randomized,1
3236,0.25,Randomized,0
3237,0.5,Randomized,1
3238,1.0,Randomized,0
3239,5.0,Randomized,0
3240,0.0,Naive,1
3241,0.025,Randomized,1
3242,0.05,Randomized,1
3243,0.1,Randomized,1
3244,0.25,Randomized,1
3245,0.5,Randomized,0
3246,1.0,Randomized,0
3247,5.0,Randomized,0
3248,0.0,Naive,1
3249,0.025,Randomized,0
3250,0.05,Randomized,1
3251,0.1,Randomized,0
3252,0.25,Randomized,0
3253,0.5,Randomized,0
3254,1.0,Randomized,0
3255,5.0,Randomized,0
3256,0.0,Naive,1
3257,0.025,Randomized,1
3258,0.05,Randomized,1
3259,0.1,Randomized,1
3260,0.25,Randomized,0
3261,0.5,Randomized,0
3262,1.0,Randomized,0
3263,5.0,Randomized,0
3264,0.0,Naive,1
3265,0.025,Randomized,1
3266,0.05,Randomized,1
3267,0.1,Randomized,1
3268,0.25,Randomized,1
3269,0.5,Randomized,0
3270,1.0,Randomized,0
3271,5.0,Randomized,0
3272,0.0,Naive,1
3273,0.025,Randomized,1
3274,0.05,Randomized,1
3275,0.1,Randomized,1
3276,0.25,Randomized,1
3277,0.5,Randomized,0
3278,1.0,Randomized,0
3279,5.0,Randomized,0
3280,0.0,Naive,0
3281,0.025,Randomized,1
3282,0.05,Randomized,1
3283,0.1,Randomized,1
3284,0.25,Randomized,0
3285,0.5,Randomized,1
3286,1.0,Randomized,0
3287,5.0,Randomized,0
3288,0.0,Naive,1
3289,0.025,Randomized,1
3290,0.05,Randomized,1
3291,0.1,Randomized,1
3292,0.25,Randomized,1
3293,0.5,Randomized,0
3294,1.0,Randomized,0
3295,5.0,Randomized,0
3296,0.0,Naive,1
3297,0.025,Randomized,1
3298,0.05,Randomized,1
3299,0.1,Randomized,1
3300,0.25,Randomized,0
3301,0.5,Randomized,0
3302,1.0,Randomized,0
3303,5.0,Randomized,0
3304,0.0,Naive,0
3305,0.025,Randomized,0
3306,0.05,Randomized,0
3307,0.1,Randomized,0
3308,0.25,Randomized,0
3309,0.5,Randomized,0
3310,1.0,Randomized,0
3311,5.0,Randomized,0
3312,0.0,Naive,1
3313,0.025,Randomized,1
3314,0.05,Randomized,1
3315,0.1,Randomized,1
3316,0.25,Randomized,1
3317,0.5,Randomized,1
3318,1.0,Randomized,0
3319,5.0,Randomized,0
3320,0.0,Naive,1
3321,0.025,Randomized,1
3322,0.05,Randomized,1
3323,0.1,Randomized,1
3324,0.25,Randomized,1
3325,0.5,Randomized,0
3326,1.0,Randomized,0
3327,5.0,Randomized,0
3328,0.0,Naive,0
3329,0.025,Randomized,0
3330,0.05,Randomized,0
3331,0.1,Randomized,1
3332,0.25,Randomized,1
3333,0.5,Randomized,0
3334,1.0,Randomized,0
3335,5.0,Randomized,0
3336,0.0,Naive,1
3337,0.025,Randomized,1
3338,0.05,Randomized,1
3339,0.1,Randomized,1
3340,0.25,Randomized,1
3341,0.5,Randomized,1
3342,1.0,Randomized,0
3343,5.0,Randomized,0
3344,0.0,Naive,1
3345,0.025,Randomized,1
3346,0.05,Randomized,1
3347,0.1,Randomized,1
3348,0.25,Randomized,1
3349,0.5,Randomized,0
3350,1.0,Randomized,0
3351,5.0,Randomized,0
3352,0.0,Naive,1
3353,0.025,Randomized,1
3354,0.05,Randomized,1
3355,0.1,Randomized,1
3356,0.25,Randomized,0
3357,0.5,Randomized,0
3358,1.0,Randomized,0
3359,5.0,Randomized,0
3360,0.0,Naive,1
3361,0.025,Randomized,1
3362,0.05,Randomized,1
3363,0.1,Randomized,1
3364,0.25,Randomized,1
3365,0.5,Randomized,0
3366,1.0,Randomized,0
3367,5.0,Randomized,0
3368,0.0,Naive,1
3369,0.025,Randomized,1
3370,0.05,Randomized,1
3371,0.1,Randomized,1
3372,0.25,Randomized,0
3373,0.5,Randomized,0
3374,1.0,Randomized,0
3375,5.0,Randomized,0
3376,0.0,Naive,1
3377,0.025,Randomized,1
3378,0.05,Randomized,1
3379,0.1,Randomized,1
3380,0.25,Randomized,1
3381,0.5,Randomized,0
3382,1.0,Randomized,0
3383,5.0,Randomized,0
3384,0.0,Naive,1
3385,0.025,Randomized,1
3386,0.05,Randomized,1
3387,0.1,Randomized,1
3388,0.25,Randomized,1
3389,0.5,Randomized,0
3390,1.0,Randomized,0
3391,5.0,Randomized,0
3392,0.0,Naive,1
3393,0.025,Randomized,1
3394,0.05,Randomized,1
3395,0.1,Randomized,1
3396,0.25,Randomized,1
3397,0.5,Randomized,0
3398,1.0,Randomized,0
3399,5.0,Randomized,0
3400,0.0,Naive,1
3401,0.025,Randomized,1
3402,0.05,Randomized,1
3403,0.1,Randomized,1
3404,0.25,Randomized,0
3405,0.5,Randomized,0
3406,1.0,Randomized,0
3407,5.0,Randomized,0
3408,0.0,Naive,1
3409,0.025,Randomized,1
3410,0.05,Randomized,1
3411,0.1,Randomized,1
3412,0.25,Randomized,0
3413,0.5,Randomized,0
3414,1.0,Randomized,0
3415,5.0,Randomized,0
3416,0.0,Naive,1
3417,0.025,Randomized,1
3418,0.05,Randomized,1
3419,0.1,Randomized,1
3420,0.25,Randomized,1
3421,0.5,Randomized,1
3422,1.0,Randomized,0
3423,5.0,Randomized,0
3424,0.0,Naive,1
3425,0.025,Randomized,1
3426,0.05,Randomized,1
3427,0.1,Randomized,1
3428,0.25,Randomized,1
3429,0.5,Randomized,0
3430,1.0,Randomized,0
3431,5.0,Randomized,0
3432,0.0,Naive,1
3433,0.025,Randomized,1
3434,0.05,Randomized,1
3435,0.1,Randomized,1
3436,0.25,Randomized,0
3437,0.5,Randomized,0
3438,1.0,Randomized,0
3439,5.0,Randomized,0
3440,0.0,Naive,1
3441,0.025,Randomized,1
3442,0.05,Randomized,1
3443,0.1,Randomized,1
3444,0.25,Randomized,1
3445,0.5,Randomized,0
3446,1.0,Randomized,0
3447,5.0,Randomized,0
3448,0.0,Naive,0
3449,0.025,Randomized,0
3450,0.05,Randomized,0
3451,0.1,Randomized,0
3452,0.25,Randomized,1
3453,0.5,Randomized,0
3454,1.0,Randomized,0
3455,5.0,Randomized,0
3456,0.0,Naive,1
3457,0.025,Randomized,1
3458,0.05,Randomized,1
3459,0.1,Randomized,0
3460,0.25,Randomized,0
3461,0.5,Randomized,0
3462,1.0,Randomized,0
3463,5.0,Randomized,0
3464,0.0,Naive,1
3465,0.025,Randomized,1
3466,0.05,Randomized,1
3467,0.1,Randomized,1
3468,0.25,Randomized,0
3469,0.5,Randomized,0
3470,1.0,Randomized,0
3471,5.0,Randomized,0
3472,0.0,Naive,1
3473,0.025,Randomized,1
3474,0.05,Randomized,1
3475,0.1,Randomized,1
3476,0.25,Randomized,1
3477,0.5,Randomized,0
3478,1.0,Randomized,0
3479,5.0,Randomized,0
3480,0.0,Naive,1
3481,0.025,Randomized,1
3482,0.05,Randomized,1
3483,0.1,Randomized,1
3484,0.25,Randomized,0
3485,0.5,Randomized,0
3486,1.0,Randomized,0
3487,5.0,Randomized,0
3488,0.0,Naive,1
3489,0.025,Randomized,1
3490,0.05,Randomized,1
3491,0.1,Randomized,1
3492,0.25,Randomized,1
3493,0.5,Randomized,1
3494,1.0,Randomized,0
3495,5.0,Randomized,0
3496,0.0,Naive,1
3497,0.025,Randomized,1
3498,0.05,Randomized,1
3499,0.1,Randomized,1
3500,0.25,Randomized,0
3501,0.5,Randomized,0
3502,1.0,Randomized,0
3503,5.0,Randomized,0
3504,0.0,Naive,1
3505,0.025,Randomized,1
3506,0.05,Randomized,1
3507,0.1,Randomized,1
3508,0.25,Randomized,1
3509,0.5,Randomized,0
3510,1.0,Randomized,0
3511,5.0,Randomized,0
3512,0.0,Naive,1
3513,0.025,Randomized,1
3514,0.05,Randomized,1
3515,0.1,Randomized,1
3516,0.25,Randomized,1
3517,0.5,Randomized,1
3518,1.0,Randomized,0
3519,5.0,Randomized,0
3520,0.0,Naive,1
3521,0.025,Randomized,1
3522,0.05,Randomized,1
3523,0.1,Randomized,1
3524,0.25,Randomized,1
3525,0.5,Randomized,0
3526,1.0,Randomized,0
3527,5.0,Randomized,0
3528,0.0,Naive,1
3529,0.025,Randomized,1
3530,0.05,Randomized,1
3531,0.1,Randomized,1
3532,0.25,Randomized,0
3533,0.5,Randomized,0
3534,1.0,Randomized,0
3535,5.0,Randomized,0
3536,0.0,Naive,1
3537,0.025,Randomized,1
3538,0.05,Randomized,1
3539,0.1,Randomized,1
3540,0.25,Randomized,0
3541,0.5,Randomized,0
3542,1.0,Randomized,0
3543,5.0,Randomized,0
3544,0.0,Naive,1
3545,0.025,Randomized,1
3546,0.05,Randomized,1
3547,0.1,Randomized,1
3548,0.25,Randomized,1
3549,0.5,Randomized,0
3550,1.0,Randomized,0
3551,5.0,Randomized,0
3552,0.0,Naive,1
3553,0.025,Randomized,1
3554,0.05,Randomized,1
3555,0.1,Randomized,1
3556,0.25,Randomized,0
3557,0.5,Randomized,0
3558,1.0,Randomized,0
3559,5.0,Randomized,0
3560,0.0,Naive,1
3561,0.025,Randomized,1
3562,0.05,Randomized,1
3563,0.1,Randomized,1
3564,0.25,Randomized,1
3565,0.5,Randomized,0
3566,1.0,Randomized,0
3567,5.0,Randomized,0
3568,0.0,Naive,0
3569,0.025,Randomized,0
3570,0.05,Randomized,0
3571,0.1,Randomized,0
3572,0.25,Randomized,0
3573,0.5,Randomized,0
3574,1.0,Randomized,0
3575,5.0,Randomized,0
3576,0.0,Naive,1
3577,0.025,Randomized,1
3578,0.05,Randomized,1
3579,0.1,Randomized,1
3580,0.25,Randomized,1
3581,0.5,Randomized,0
3582,1.0,Randomized,0
3583,5.0,Randomized,0
3584,0.0,Naive,1
3585,0.025,Randomized,1
3586,0.05,Randomized,1
3587,0.1,Randomized,1
3588,0.25,Randomized,0
3589,0.5,Randomized,0
3590,1.0,Randomized,0
3591,5.0,Randomized,0
3592,0.0,Naive,1
3593,0.025,Randomized,1
3594,0.05,Randomized,1
3595,0.1,Randomized,1
3596,0.25,Randomized,0
3597,0.5,Randomized,0
3598,1.0,Randomized,0
3599,5.0,Randomized,0
3600,0.0,Naive,1
3601,0.025,Randomized,1
3602,0.05,Randomized,1
3603,0.1,Randomized,1
3604,0.25,Randomized,1
3605,0.5,Randomized,0
3606,1.0,Randomized,0
3607,5.0,Randomized,0
3608,0.0,Naive,1
3609,0.025,Randomized,1
3610,0.05,Randomized,1
3611,0.1,Randomized,1
3612,0.25,Randomized,1
3613,0.5,Randomized,0
3614,1.0,Randomized,0
3615,5.0,Randomized,0
3616,0.0,Naive,1
3617,0.025,Randomized,1
3618,0.05,Randomized,1
3619,0.1,Randomized,1
3620,0.25,Randomized,0
3621,0.5,Randomized,0
3622,1.0,Randomized,0
3623,5.0,Randomized,0
3624,0.0,Naive,1
3625,0.025,Randomized,1
3626,0.05,Randomized,1
3627,0.1,Randomized,1
3628,0.25,Randomized,0
3629,0.5,Randomized,0
3630,1.0,Randomized,0
3631,5.0,Randomized,0
3632,0.0,Naive,1
3633,0.025,Randomized,1
3634,0.05,Randomized,1
3635,0.1,Randomized,1
3636,0.25,Randomized,0
3637,0.5,Randomized,0
3638,1.0,Randomized,0
3639,5.0,Randomized,0
3640,0.0,Naive,1
3641,0.025,Randomized,1
3642,0.05,Randomized,1
3643,0.1,Randomized,1
3644,0.25,Randomized,0
3645,0.5,Randomized,0
3646,1.0,Randomized,0
3647,5.0,Randomized,0
3648,0.0,Naive,1
3649,0.025,Randomized,1
3650,0.05,Randomized,1
3651,0.1,Randomized,1
3652,0.25,Randomized,1
3653,0.5,Randomized,1
3654,1.0,Randomized,0
3655,5.0,Randomized,0
3656,0.0,Naive,1
3657,0.025,Randomized,1
3658,0.05,Randomized,1
3659,0.1,Randomized,0
3660,0.25,Randomized,0
3661,0.5,Randomized,0
3662,1.0,Randomized,0
3663,5.0,Randomized,0
3664,0.0,Naive,1
3665,0.025,Randomized,1
3666,0.05,Randomized,1
3667,0.1,Randomized,1
3668,0.25,Randomized,1
3669,0.5,Randomized,0
3670,1.0,Randomized,0
3671,5.0,Randomized,0
3672,0.0,Naive,1
3673,0.025,Randomized,1
3674,0.05,Randomized,1
3675,0.1,Randomized,1
3676,0.25,Randomized,1
3677,0.5,Randomized,1
3678,1.0,Randomized,0
3679,5.0,Randomized,0
3680,0.0,Naive,1
3681,0.025,Randomized,1
3682,0.05,Randomized,1
3683,0.1,Randomized,1
3684,0.25,Randomized,0
3685,0.5,Randomized,0
3686,1.0,Randomized,0
3687,5.0,Randomized,0
3688,0.0,Naive,1
3689,0.025,Randomized,1
3690,0.05,Randomized,0
3691,0.1,Randomized,0
3692,0.25,Randomized,0
3693,0.5,Randomized,0
3694,1.0,Randomized,0
3695,5.0,Randomized,0
3696,0.0,Naive,1
3697,0.025,Randomized,1
3698,0.05,Randomized,1
3699,0.1,Randomized,1
3700,0.25,Randomized,0
3701,0.5,Randomized,0
3702,1.0,Randomized,0
3703,5.0,Randomized,0
3704,0.0,Naive,1
3705,0.025,Randomized,1
3706,0.05,Randomized,1
3707,0.1,Randomized,1
3708,0.25,Randomized,1
3709,0.5,Randomized,0
3710,1.0,Randomized,0
3711,5.0,Randomized,0
3712,0.0,Naive,1
3713,0.025,Randomized,1
3714,0.05,Randomized,1
3715,0.1,Randomized,1
3716,0.25,Randomized,1
3717,0.5,Randomized,1
3718,1.0,Randomized,0
3719,5.0,Randomized,0
3720,0.0,Naive,1
3721,0.025,Randomized,1
3722,0.05,Randomized,1
3723,0.1,Randomized,1
3724,0.25,Randomized,0
3725,0.5,Randomized,0
3726,1.0,Randomized,0
3727,5.0,Randomized,0
3728,0.0,Naive,1
3729,0.025,Randomized,1
3730,0.05,Randomized,1
3731,0.1,Randomized,1
3732,0.25,Randomized,0
3733,0.5,Randomized,0
3734,1.0,Randomized,0
3735,5.0,Randomized,0
3736,0.0,Naive,1
3737,0.025,Randomized,1
3738,0.05,Randomized,1
3739,0.1,Randomized,1
3740,0.25,Randomized,1
3741,0.5,Randomized,1
3742,1.0,Randomized,0
3743,5.0,Randomized,0
3744,0.0,Naive,1
3745,0.025,Randomized,1
3746,0.05,Randomized,1
3747,0.1,Randomized,1
3748,0.25,Randomized,0
3749,0.5,Randomized,0
3750,1.0,Randomized,0
3751,5.0,Randomized,0
3752,0.0,Naive,1
3753,0.025,Randomized,1
3754,0.05,Randomized,1
3755,0.1,Randomized,0
3756,0.25,Randomized,1
3757,0.5,Randomized,0
3758,1.0,Randomized,0
3759,5.0,Randomized,0
3760,0.0,Naive,1
3761,0.025,Randomized,1
3762,0.05,Randomized,1
3763,0.1,Randomized,0
3764,0.25,Randomized,0
3765,0.5,Randomized,0
3766,1.0,Randomized,0
3767,5.0,Randomized,0
3768,0.0,Naive,1
3769,0.025,Randomized,1
3770,0.05,Randomized,1
3771,0.1,Randomized,1
3772,0.25,Randomized,0
3773,0.5,Randomized,0
3774,1.0,Randomized,0
3775,5.0,Randomized,0
3776,0.0,Naive,0
3777,0.025,Randomized,0
3778,0.05,Randomized,0
3779,0.1,Randomized,0
3780,0.25,Randomized,0
3781,0.5,Randomized,0
3782,1.0,Randomized,0
3783,5.0,Randomized,0
3784,0.0,Naive,1
3785,0.025,Randomized,1
3786,0.05,Randomized,1
3787,0.1,Randomized,1
3788,0.25,Randomized,1
3789,0.5,Randomized,0
3790,1.0,Randomized,0
3791,5.0,Randomized,0
3792,0.0,Naive,1
3793,0.025,Randomized,1
3794,0.05,Randomized,1
3795,0.1,Randomized,1
3796,0.25,Randomized,0
3797,0.5,Randomized,0
3798,1.0,Randomized,0
3799,5.0,Randomized,0
3800,0.0,Naive,1
3801,0.025,Randomized,1
3802,0.05,Randomized,1
3803,0.1,Randomized,1
3804,0.25,Randomized,0
3805,0.5,Randomized,0
3806,1.0,Randomized,0
3807,5.0,Randomized,0
3808,0.0,Naive,1
3809,0.025,Randomized,1
3810,0.05,Randomized,1
3811,0.1,Randomized,1
3812,0.25,Randomized,1
3813,0.5,Randomized,0
3814,1.0,Randomized,0
3815,5.0,Randomized,0
3816,0.0,Naive,1
3817,0.025,Randomized,0
3818,0.05,Randomized,0
3819,0.1,Randomized,0
3820,0.25,Randomized,0
3821,0.5,Randomized,0
3822,1.0,Randomized,0
3823,5.0,Randomized,0
3824,0.0,Naive,1
3825,0.025,Randomized,1
3826,0.05,Randomized,1
3827,0.1,Randomized,1
3828,0.25,Randomized,0
3829,0.5,Randomized,0
3830,1.0,Randomized,0
3831,5.0,Randomized,0
3832,0.0,Naive,1
3833,0.025,Randomized,1
3834,0.05,Randomized,1
3835,0.1,Randomized,1
3836,0.25,Randomized,1
3837,0.5,Randomized,0
3838,1.0,Randomized,0
3839,5.0,Randomized,0
3840,0.0,Naive,1
3841,0.025,Randomized,1
3842,0.05,Randomized,1
3843,0.1,Randomized,1
3844,0.25,Randomized,1
3845,0.5,Randomized,0
3846,1.0,Randomized,0
3847,5.0,Randomized,0
3848,0.0,Naive,1
3849,0.025,Randomized,1
3850,0.05,Randomized,1
3851,0.1,Randomized,1
3852,0.25,Randomized,1
3853,0.5,Randomized,1
3854,1.0,Randomized,0
3855,5.0,Randomized,0
3856,0.0,Naive,1
3857,0.025,Randomized,1
3858,0.05,Randomized,1
3859,0.1,Randomized,1
3860,0.25,Randomized,1
3861,0.5,Randomized,0
3862,1.0,Randomized,0
3863,5.0,Randomized,0
3864,0.0,Naive,1
3865,0.025,Randomized,1
3866,0.05,Randomized,1
3867,0.1,Randomized,1
3868,0.25,Randomized,1
3869,0.5,Randomized,0
3870,1.0,Randomized,0
3871,5.0,Randomized,0
3872,0.0,Naive,1
3873,0.025,Randomized,1
3874,0.05,Randomized,1
3875,0.1,Randomized,1
3876,0.25,Randomized,0
3877,0.5,Randomized,0
3878,1.0,Randomized,0
3879,5.0,Randomized,0
3880,0.0,Naive,1
3881,0.025,Randomized,1
3882,0.05,Randomized,1
3883,0.1,Randomized,1
3884,0.25,Randomized,1
3885,0.5,Randomized,0
3886,1.0,Randomized,0
3887,5.0,Randomized,0
3888,0.0,Naive,1
3889,0.025,Randomized,1
3890,0.05,Randomized,1
3891,0.1,Randomized,0
3892,0.25,Randomized,1
3893,0.5,Randomized,0
3894,1.0,Randomized,0
3895,5.0,Randomized,0
3896,0.0,Naive,1
3897,0.025,Randomized,1
3898,0.05,Randomized,1
3899,0.1,Randomized,1
3900,0.25,Randomized,1
3901,0.5,Randomized,1
3902,1.0,Randomized,0
3903,5.0,Randomized,0
3904,0.0,Naive,1
3905,0.025,Randomized,1
3906,0.05,Randomized,1
3907,0.1,Randomized,1
3908,0.25,Randomized,1
3909,0.5,Randomized,0
3910,1.0,Randomized,0
3911,5.0,Randomized,0
3912,0.0,Naive,1
3913,0.025,Randomized,1
3914,0.05,Randomized,1
3915,0.1,Randomized,1
3916,0.25,Randomized,0
3917,0.5,Randomized,1
3918,1.0,Randomized,0
3919,5.0,Randomized,0
3920,0.0,Naive,1
3921,0.025,Randomized,1
3922,0.05,Randomized,1
3923,0.1,Randomized,1
3924,0.25,Randomized,1
3925,0.5,Randomized,0
3926,1.0,Randomized,0
3927,5.0,Randomized,0
3928,0.0,Naive,1
3929,0.025,Randomized,1
3930,0.05,Randomized,0
3931,0.1,Randomized,1
3932,0.25,Randomized,0
3933,0.5,Randomized,0
3934,1.0,Randomized,0
3935,5.0,Randomized,0
3936,0.0,Naive,1
3937,0.025,Randomized,1
3938,0.05,Randomized,1
3939,0.1,Randomized,1
3940,0.25,Randomized,0
3941,0.5,Randomized,0
3942,1.0,Randomized,0
3943,5.0,Randomized,0
3944,0.0,Naive,1
3945,0.025,Randomized,1
3946,0.05,Randomized,1
3947,0.1,Randomized,1
3948,0.25,Randomized,1
3949,0.5,Randomized,1
3950,1.0,Randomized,0
3951,5.0,Randomized,0
3952,0.0,Naive,0
3953,0.025,Randomized,0
3954,0.05,Randomized,0
3955,0.1,Randomized,0
3956,0.25,Randomized,0
3957,0.5,Randomized,0
3958,1.0,Randomized,0
3959,5.0,Randomized,0
3960,0.0,Naive,1
3961,0.025,Randomized,1
3962,0.05,Randomized,1
3963,0.1,Randomized,1
3964,0.25,Randomized,1
3965,0.5,Randomized,0
3966,1.0,Randomized,0
3967,5.0,Randomized,0
3968,0.0,Naive,1
3969,0.025,Randomized,1
3970,0.05,Randomized,1
3971,0.1,Randomized,1
3972,0.25,Randomized,0
3973,0.5,Randomized,0
3974,1.0,Randomized,0
3975,5.0,Randomized,0
3976,0.0,Naive,1
3977,0.025,Randomized,1
3978,0.05,Randomized,1
3979,0.1,Randomized,1
3980,0.25,Randomized,0
3981,0.5,Randomized,0
3982,1.0,Randomized,0
3983,5.0,Randomized,0
3984,0.0,Naive,1
3985,0.025,Randomized,1
3986,0.05,Randomized,1
3987,0.1,Randomized,1
3988,0.25,Randomized,0
3989,0.5,Randomized,1
3990,1.0,Randomized,0
3991,5.0,Randomized,0
3992,0.0,Naive,1
3993,0.025,Randomized,1
3994,0.05,Randomized,1
3995,0.1,Randomized,1
3996,0.25,Randomized,1
3997,0.5,Randomized,0
3998,1.0,Randomized,0
3999,5.0,Randomized,0
