,delta,Tau,Method,Recovery
4566,10,0.0,Naive,1
4567,10,0.1,Randomized,1
4568,10,0.0,Naive,1
4569,10,0.1,Randomized,1
4570,10,0.0,Naive,1
4571,10,0.1,Randomized,1
4572,10,0.0,Naive,1
4573,10,0.1,Randomized,1
4574,10,0.0,Naive,1
4575,10,0.1,Randomized,1
4576,10,0.0,Naive,1
4577,10,0.1,Randomized,1
4578,10,0.0,Naive,1
4579,10,0.1,Randomized,1
4580,10,0.0,Naive,1
4581,10,0.1,Randomized,1
4582,10,0.0,Naive,1
4583,10,0.1,Randomized,1
4584,10,0.0,Naive,1
4585,10,0.1,Randomized,1
4586,10,0.0,Naive,1
4587,10,0.1,Randomized,1
4588,10,0.0,Naive,1
4589,10,0.1,Randomized,1
4590,10,0.0,Naive,1
4591,10,0.1,Randomized,1
4592,10,0.0,Naive,1
4593,10,0.1,Randomized,1
4594,10,0.0,Naive,1
4595,10,0.1,Randomized,1
4596,10,0.0,Naive,1
4597,10,0.1,Randomized,1
4598,10,0.0,Naive,1
4599,10,0.1,Randomized,1
4600,10,0.0,Naive,1
4601,10,0.1,Randomized,1
4602,10,0.0,Naive,1
4603,10,0.1,Randomized,1
4604,10,0.0,Naive,1
4605,10,0.1,Randomized,1
4606,10,0.0,Naive,1
4607,10,0.1,Randomized,1
4608,10,0.0,Naive,1
4609,10,0.1,Randomized,1
4610,10,0.0,Naive,1
4611,10,0.1,Randomized,1
4612,10,0.0,Naive,1
4613,10,0.1,Randomized,1
4614,10,0.0,Naive,1
4615,10,0.1,Randomized,1
4616,10,0.0,Naive,1
4617,10,0.1,Randomized,1
4618,10,0.0,Naive,1
4619,10,0.1,Randomized,1
4620,10,0.0,Naive,1
4621,10,0.1,Randomized,1
4622,10,0.0,Naive,1
4623,10,0.1,Randomized,1
4624,10,0.0,Naive,1
4625,10,0.1,Randomized,1
4626,10,0.0,Naive,1
4627,10,0.1,Randomized,1
4628,10,0.0,Naive,1
4629,10,0.1,Randomized,1
4630,10,0.0,Naive,1
4631,10,0.1,Randomized,1
4632,10,0.0,Naive,1
4633,10,0.1,Randomized,1
4634,10,0.0,Naive,1
4635,10,0.1,Randomized,1
4636,10,0.0,Naive,1
4637,10,0.1,Randomized,1
4638,10,0.0,Naive,1
4639,10,0.1,Randomized,1
4640,10,0.0,Naive,1
4641,10,0.1,Randomized,1
4642,10,0.0,Naive,1
4643,10,0.1,Randomized,1
4644,10,0.0,Naive,1
4645,10,0.1,Randomized,1
4646,10,0.0,Naive,1
4647,10,0.1,Randomized,1
4648,10,0.0,Naive,1
4649,10,0.1,Randomized,1
4650,10,0.0,Naive,1
4651,10,0.1,Randomized,1
4652,10,0.0,Naive,1
4653,10,0.1,Randomized,1
4654,10,0.0,Naive,1
4655,10,0.1,Randomized,1
4656,10,0.0,Naive,1
4657,10,0.1,Randomized,1
4658,10,0.0,Naive,1
4659,10,0.1,Randomized,1
4660,10,0.0,Naive,1
4661,10,0.1,Randomized,1
4662,10,0.0,Naive,1
4663,10,0.1,Randomized,1
4664,10,0.0,Naive,1
4665,10,0.1,Randomized,1
4666,10,0.0,Naive,1
4667,10,0.1,Randomized,1
4668,10,0.0,Naive,1
4669,10,0.1,Randomized,1
4670,10,0.0,Naive,1
4671,10,0.1,Randomized,1
4672,10,0.0,Naive,1
4673,10,0.1,Randomized,1
4674,10,0.0,Naive,1
4675,10,0.1,Randomized,1
4676,10,0.0,Naive,1
4677,10,0.1,Randomized,1
4678,10,0.0,Naive,1
4679,10,0.1,Randomized,1
4680,10,0.0,Naive,1
4681,10,0.1,Randomized,1
4682,10,0.0,Naive,1
4683,10,0.1,Randomized,1
4684,10,0.0,Naive,1
4685,10,0.1,Randomized,1
4686,10,0.0,Naive,1
4687,10,0.1,Randomized,1
4688,10,0.0,Naive,1
4689,10,0.1,Randomized,1
4690,10,0.0,Naive,1
4691,10,0.1,Randomized,1
4692,10,0.0,Naive,1
4693,10,0.1,Randomized,1
4694,10,0.0,Naive,1
4695,10,0.1,Randomized,1
4696,10,0.0,Naive,1
4697,10,0.1,Randomized,1
4698,10,0.0,Naive,1
4699,10,0.1,Randomized,1
4700,10,0.0,Naive,1
4701,10,0.1,Randomized,1
4702,10,0.0,Naive,1
4703,10,0.1,Randomized,1
4704,10,0.0,Naive,1
4705,10,0.1,Randomized,1
4706,10,0.0,Naive,1
4707,10,0.1,Randomized,1
4708,10,0.0,Naive,1
4709,10,0.1,Randomized,1
4710,10,0.0,Naive,1
4711,10,0.1,Randomized,1
4712,10,0.0,Naive,1
4713,10,0.1,Randomized,1
4714,10,0.0,Naive,1
4715,10,0.1,Randomized,1
4716,10,0.0,Naive,1
4717,10,0.1,Randomized,1
4718,10,0.0,Naive,1
4719,10,0.1,Randomized,1
4720,10,0.0,Naive,1
4721,10,0.1,Randomized,1
4722,10,0.0,Naive,1
4723,10,0.1,Randomized,1
4724,10,0.0,Naive,1
4725,10,0.1,Randomized,1
4726,10,0.0,Naive,1
4727,10,0.1,Randomized,1
4728,10,0.0,Naive,1
4729,10,0.1,Randomized,1
4730,10,0.0,Naive,1
4731,10,0.1,Randomized,1
4732,10,0.0,Naive,1
4733,10,0.1,Randomized,1
4734,10,0.0,Naive,1
4735,10,0.1,Randomized,1
4736,10,0.0,Naive,1
4737,10,0.1,Randomized,1
4738,10,0.0,Naive,1
4739,10,0.1,Randomized,1
4740,10,0.0,Naive,1
4741,10,0.1,Randomized,1
4742,10,0.0,Naive,1
4743,10,0.1,Randomized,1
4744,10,0.0,Naive,1
4745,10,0.1,Randomized,1
4746,10,0.0,Naive,1
4747,10,0.1,Randomized,1
4748,10,0.0,Naive,1
4749,10,0.1,Randomized,1
4750,10,0.0,Naive,1
4751,10,0.1,Randomized,1
4752,10,0.0,Naive,1
4753,10,0.1,Randomized,1
4754,10,0.0,Naive,1
4755,10,0.1,Randomized,1
4756,10,0.0,Naive,1
4757,10,0.1,Randomized,1
4758,10,0.0,Naive,1
4759,10,0.1,Randomized,1
4760,10,0.0,Naive,1
4761,10,0.1,Randomized,1
4762,10,0.0,Naive,1
4763,10,0.1,Randomized,1
4764,10,0.0,Naive,1
4765,10,0.1,Randomized,1
4766,10,0.0,Naive,1
4767,10,0.1,Randomized,1
4768,10,0.0,Naive,1
4769,10,0.1,Randomized,1
4770,10,0.0,Naive,1
4771,10,0.1,Randomized,1
4772,10,0.0,Naive,1
4773,10,0.1,Randomized,1
4774,10,0.0,Naive,1
4775,10,0.1,Randomized,1
4776,10,0.0,Naive,1
4777,10,0.1,Randomized,1
4778,10,0.0,Naive,1
4779,10,0.1,Randomized,1
4780,10,0.0,Naive,1
4781,10,0.1,Randomized,1
4782,10,0.0,Naive,1
4783,10,0.1,Randomized,1
4784,10,0.0,Naive,1
4785,10,0.1,Randomized,1
4786,10,0.0,Naive,1
4787,10,0.1,Randomized,1
4788,10,0.0,Naive,1
4789,10,0.1,Randomized,1
4790,10,0.0,Naive,1
4791,10,0.1,Randomized,1
4792,10,0.0,Naive,1
4793,10,0.1,Randomized,1
4794,10,0.0,Naive,1
4795,10,0.1,Randomized,1
4796,10,0.0,Naive,1
4797,10,0.1,Randomized,1
4798,10,0.0,Naive,1
4799,10,0.1,Randomized,1
4800,10,0.0,Naive,1
4801,10,0.1,Randomized,1
4802,10,0.0,Naive,1
4803,10,0.1,Randomized,1
4804,10,0.0,Naive,1
4805,10,0.1,Randomized,1
4806,10,0.0,Naive,1
4807,10,0.1,Randomized,1
4808,10,0.0,Naive,1
4809,10,0.1,Randomized,1
4810,10,0.0,Naive,1
4811,10,0.1,Randomized,1
4812,10,0.0,Naive,1
4813,10,0.1,Randomized,1
4814,10,0.0,Naive,1
4815,10,0.1,Randomized,1
4816,10,0.0,Naive,1
4817,10,0.1,Randomized,1
4818,10,0.0,Naive,1
4819,10,0.1,Randomized,1
4820,10,0.0,Naive,1
4821,10,0.1,Randomized,1
4822,10,0.0,Naive,1
4823,10,0.1,Randomized,1
4824,10,0.0,Naive,1
4825,10,0.1,Randomized,1
4826,10,0.0,Naive,1
4827,10,0.1,Randomized,1
4828,10,0.0,Naive,1
4829,10,0.1,Randomized,1
4830,10,0.0,Naive,1
4831,10,0.1,Randomized,1
4832,10,0.0,Naive,1
4833,10,0.1,Randomized,1
4834,10,0.0,Naive,1
4835,10,0.1,Randomized,1
4836,10,0.0,Naive,1
4837,10,0.1,Randomized,1
4838,10,0.0,Naive,1
4839,10,0.1,Randomized,1
4840,10,0.0,Naive,1
4841,10,0.1,Randomized,1
4842,10,0.0,Naive,1
4843,10,0.1,Randomized,1
4844,10,0.0,Naive,1
4845,10,0.1,Randomized,1
4846,10,0.0,Naive,1
4847,10,0.1,Randomized,1
4848,10,0.0,Naive,1
4849,10,0.1,Randomized,1
4850,10,0.0,Naive,1
4851,10,0.1,Randomized,1
4852,10,0.0,Naive,1
4853,10,0.1,Randomized,1
4854,10,0.0,Naive,1
4855,10,0.1,Randomized,1
4856,10,0.0,Naive,1
4857,10,0.1,Randomized,1
4858,10,0.0,Naive,1
4859,10,0.1,Randomized,1
4860,10,0.0,Naive,1
4861,10,0.1,Randomized,1
4862,10,0.0,Naive,1
4863,10,0.1,Randomized,1
4864,10,0.0,Naive,1
4865,10,0.1,Randomized,1
4866,10,0.0,Naive,1
4867,10,0.1,Randomized,1
4868,10,0.0,Naive,1
4869,10,0.1,Randomized,1
4870,10,0.0,Naive,1
4871,10,0.1,Randomized,1
4872,10,0.0,Naive,1
4873,10,0.1,Randomized,1
4874,10,0.0,Naive,1
4875,10,0.1,Randomized,1
4876,10,0.0,Naive,1
4877,10,0.1,Randomized,1
4878,10,0.0,Naive,1
4879,10,0.1,Randomized,1
4880,10,0.0,Naive,1
4881,10,0.1,Randomized,1
4882,10,0.0,Naive,1
4883,10,0.1,Randomized,1
4884,10,0.0,Naive,1
4885,10,0.1,Randomized,1
4886,10,0.0,Naive,1
4887,10,0.1,Randomized,1
4888,10,0.0,Naive,1
4889,10,0.1,Randomized,1
4890,10,0.0,Naive,1
4891,10,0.1,Randomized,1
4892,10,0.0,Naive,1
4893,10,0.1,Randomized,1
4894,10,0.0,Naive,1
4895,10,0.1,Randomized,1
4896,10,0.0,Naive,1
4897,10,0.1,Randomized,1
4898,10,0.0,Naive,1
4899,10,0.1,Randomized,1
4900,10,0.0,Naive,1
4901,10,0.1,Randomized,1
4902,10,0.0,Naive,1
4903,10,0.1,Randomized,1
4904,10,0.0,Naive,1
4905,10,0.1,Randomized,1
4906,10,0.0,Naive,1
4907,10,0.1,Randomized,1
4908,10,0.0,Naive,1
4909,10,0.1,Randomized,1
4910,10,0.0,Naive,1
4911,10,0.1,Randomized,1
4912,10,0.0,Naive,1
4913,10,0.1,Randomized,1
4914,10,0.0,Naive,1
4915,10,0.1,Randomized,1
4916,10,0.0,Naive,1
4917,10,0.1,Randomized,1
4918,10,0.0,Naive,1
4919,10,0.1,Randomized,1
4920,10,0.0,Naive,1
4921,10,0.1,Randomized,1
4922,10,0.0,Naive,1
4923,10,0.1,Randomized,1
4924,10,0.0,Naive,1
4925,10,0.1,Randomized,1
4926,10,0.0,Naive,1
4927,10,0.1,Randomized,1
4928,10,0.0,Naive,1
4929,10,0.1,Randomized,1
4930,10,0.0,Naive,1
4931,10,0.1,Randomized,1
4932,10,0.0,Naive,1
4933,10,0.1,Randomized,1
4934,10,0.0,Naive,1
4935,10,0.1,Randomized,1
4936,10,0.0,Naive,1
4937,10,0.1,Randomized,1
4938,10,0.0,Naive,1
4939,10,0.1,Randomized,1
4940,10,0.0,Naive,1
4941,10,0.1,Randomized,1
4942,10,0.0,Naive,1
4943,10,0.1,Randomized,1
4944,10,0.0,Naive,1
4945,10,0.1,Randomized,1
4946,10,0.0,Naive,1
4947,10,0.1,Randomized,1
4948,10,0.0,Naive,1
4949,10,0.1,Randomized,1
4950,10,0.0,Naive,1
4951,10,0.1,Randomized,1
4952,10,0.0,Naive,1
4953,10,0.1,Randomized,1
4954,10,0.0,Naive,1
4955,10,0.1,Randomized,1
4956,10,0.0,Naive,1
4957,10,0.1,Randomized,1
4958,10,0.0,Naive,1
4959,10,0.1,Randomized,1
4960,10,0.0,Naive,1
4961,10,0.1,Randomized,1
4962,10,0.0,Naive,1
4963,10,0.1,Randomized,1
4964,10,0.0,Naive,1
4965,10,0.1,Randomized,1
4966,10,0.0,Naive,1
4967,10,0.1,Randomized,1
4968,10,0.0,Naive,1
4969,10,0.1,Randomized,1
4970,10,0.0,Naive,1
4971,10,0.1,Randomized,1
4972,10,0.0,Naive,1
4973,10,0.1,Randomized,1
4974,10,0.0,Naive,1
4975,10,0.1,Randomized,1
4976,10,0.0,Naive,1
4977,10,0.1,Randomized,1
4978,10,0.0,Naive,1
4979,10,0.1,Randomized,1
4980,10,0.0,Naive,1
4981,10,0.1,Randomized,1
4982,10,0.0,Naive,1
4983,10,0.1,Randomized,1
4984,10,0.0,Naive,1
4985,10,0.1,Randomized,1
4986,10,0.0,Naive,1
4987,10,0.1,Randomized,1
4988,10,0.0,Naive,1
4989,10,0.1,Randomized,1
4990,10,0.0,Naive,1
4991,10,0.1,Randomized,1
4992,10,0.0,Naive,1
4993,10,0.1,Randomized,1
4994,10,0.0,Naive,1
4995,10,0.1,Randomized,1
4996,10,0.0,Naive,1
4997,10,0.1,Randomized,1
4998,10,0.0,Naive,1
4999,10,0.1,Randomized,1
5000,12,0.0,Naive,1
5001,12,0.1,Randomized,1
5002,12,0.0,Naive,1
5003,12,0.1,Randomized,1
5004,12,0.0,Naive,1
5005,12,0.1,Randomized,1
5006,12,0.0,Naive,1
5007,12,0.1,Randomized,1
5008,12,0.0,Naive,1
5009,12,0.1,Randomized,1
5010,12,0.0,Naive,1
5011,12,0.1,Randomized,1
5012,12,0.0,Naive,1
5013,12,0.1,Randomized,1
5014,12,0.0,Naive,1
5015,12,0.1,Randomized,1
5016,12,0.0,Naive,1
5017,12,0.1,Randomized,1
5018,12,0.0,Naive,1
5019,12,0.1,Randomized,1
5020,12,0.0,Naive,1
5021,12,0.1,Randomized,1
5022,12,0.0,Naive,1
5023,12,0.1,Randomized,1
5024,12,0.0,Naive,1
5025,12,0.1,Randomized,1
5026,12,0.0,Naive,1
5027,12,0.1,Randomized,1
5028,12,0.0,Naive,1
5029,12,0.1,Randomized,1
5030,12,0.0,Naive,1
5031,12,0.1,Randomized,1
5032,12,0.0,Naive,1
5033,12,0.1,Randomized,1
5034,12,0.0,Naive,1
5035,12,0.1,Randomized,1
5036,12,0.0,Naive,1
5037,12,0.1,Randomized,1
5038,12,0.0,Naive,1
5039,12,0.1,Randomized,1
5040,12,0.0,Naive,1
5041,12,0.1,Randomized,1
5042,12,0.0,Naive,1
5043,12,0.1,Randomized,1
5044,12,0.0,Naive,1
5045,12,0.1,Randomized,1
5046,12,0.0,Naive,1
5047,12,0.1,Randomized,1
5048,12,0.0,Naive,1
5049,12,0.1,Randomized,1
5050,12,0.0,Naive,1
5051,12,0.1,Randomized,1
5052,12,0.0,Naive,1
5053,12,0.1,Randomized,1
5054,12,0.0,Naive,1
5055,12,0.1,Randomized,1
5056,12,0.0,Naive,1
5057,12,0.1,Randomized,1
5058,12,0.0,Naive,1
5059,12,0.1,Randomized,1
5060,12,0.0,Naive,1
5061,12,0.1,Randomized,1
5062,12,0.0,Naive,1
5063,12,0.1,Randomized,1
5064,12,0.0,Naive,1
5065,12,0.1,Randomized,1
5066,12,0.0,Naive,1
5067,12,0.1,Randomized,1
5068,12,0.0,Naive,1
5069,12,0.1,Randomized,1
5070,12,0.0,Naive,1
5071,12,0.1,Randomized,1
5072,12,0.0,Naive,1
5073,12,0.1,Randomized,1
5074,12,0.0,Naive,1
5075,12,0.1,Randomized,1
5076,12,0.0,Naive,1
5077,12,0.1,Randomized,1
5078,12,0.0,Naive,1
5079,12,0.1,Randomized,1
5080,12,0.0,Naive,1
5081,12,0.1,Randomized,1
5082,12,0.0,Naive,1
5083,12,0.1,Randomized,1
5084,12,0.0,Naive,1
5085,12,0.1,Randomized,1
5086,12,0.0,Naive,1
5087,12,0.1,Randomized,1
5088,12,0.0,Naive,1
5089,12,0.1,Randomized,1
5090,12,0.0,Naive,1
5091,12,0.1,Randomized,1
5092,12,0.0,Naive,1
5093,12,0.1,Randomized,1
5094,12,0.0,Naive,1
5095,12,0.1,Randomized,1
5096,12,0.0,Naive,1
5097,12,0.1,Randomized,1
5098,12,0.0,Naive,1
5099,12,0.1,Randomized,1
5100,12,0.0,Naive,1
5101,12,0.1,Randomized,1
5102,12,0.0,Naive,1
5103,12,0.1,Randomized,1
5104,12,0.0,Naive,1
5105,12,0.1,Randomized,1
5106,12,0.0,Naive,1
5107,12,0.1,Randomized,1
5108,12,0.0,Naive,1
5109,12,0.1,Randomized,1
5110,12,0.0,Naive,1
5111,12,0.1,Randomized,1
5112,12,0.0,Naive,1
5113,12,0.1,Randomized,1
5114,12,0.0,Naive,1
5115,12,0.1,Randomized,1
5116,12,0.0,Naive,1
5117,12,0.1,Randomized,1
5118,12,0.0,Naive,1
5119,12,0.1,Randomized,1
5120,12,0.0,Naive,1
5121,12,0.1,Randomized,1
5122,12,0.0,Naive,1
5123,12,0.1,Randomized,1
5124,12,0.0,Naive,1
5125,12,0.1,Randomized,1
5126,12,0.0,Naive,1
5127,12,0.1,Randomized,1
5128,12,0.0,Naive,1
5129,12,0.1,Randomized,1
5130,12,0.0,Naive,1
5131,12,0.1,Randomized,1
5132,12,0.0,Naive,1
5133,12,0.1,Randomized,1
5134,12,0.0,Naive,1
5135,12,0.1,Randomized,1
5136,12,0.0,Naive,1
5137,12,0.1,Randomized,1
5138,12,0.0,Naive,1
5139,12,0.1,Randomized,1
5140,12,0.0,Naive,1
5141,12,0.1,Randomized,1
5142,12,0.0,Naive,1
5143,12,0.1,Randomized,1
5144,12,0.0,Naive,1
5145,12,0.1,Randomized,1
5146,12,0.0,Naive,1
5147,12,0.1,Randomized,1
5148,12,0.0,Naive,1
5149,12,0.1,Randomized,1
5150,12,0.0,Naive,1
5151,12,0.1,Randomized,1
5152,12,0.0,Naive,1
5153,12,0.1,Randomized,1
5154,12,0.0,Naive,1
5155,12,0.1,Randomized,1
5156,12,0.0,Naive,1
5157,12,0.1,Randomized,1
5158,12,0.0,Naive,1
5159,12,0.1,Randomized,1
5160,12,0.0,Naive,1
5161,12,0.1,Randomized,1
5162,12,0.0,Naive,1
5163,12,0.1,Randomized,1
5164,12,0.0,Naive,1
5165,12,0.1,Randomized,1
5166,12,0.0,Naive,1
5167,12,0.1,Randomized,1
5168,12,0.0,Naive,1
5169,12,0.1,Randomized,1
5170,12,0.0,Naive,1
5171,12,0.1,Randomized,1
5172,12,0.0,Naive,1
5173,12,0.1,Randomized,1
5174,12,0.0,Naive,1
5175,12,0.1,Randomized,1
5176,12,0.0,Naive,1
5177,12,0.1,Randomized,1
5178,12,0.0,Naive,1
5179,12,0.1,Randomized,1
5180,12,0.0,Naive,1
5181,12,0.1,Randomized,1
5182,12,0.0,Naive,1
5183,12,0.1,Randomized,1
5184,12,0.0,Naive,1
5185,12,0.1,Randomized,1
5186,12,0.0,Naive,1
5187,12,0.1,Randomized,1
5188,12,0.0,Naive,1
5189,12,0.1,Randomized,1
5190,12,0.0,Naive,1
5191,12,0.1,Randomized,1
5192,12,0.0,Naive,1
5193,12,0.1,Randomized,1
5194,12,0.0,Naive,1
5195,12,0.1,Randomized,1
5196,12,0.0,Naive,1
5197,12,0.1,Randomized,1
5198,12,0.0,Naive,1
5199,12,0.1,Randomized,1
5200,12,0.0,Naive,1
5201,12,0.1,Randomized,1
5202,12,0.0,Naive,1
5203,12,0.1,Randomized,1
5204,12,0.0,Naive,1
5205,12,0.1,Randomized,1
5206,12,0.0,Naive,1
5207,12,0.1,Randomized,1
5208,12,0.0,Naive,1
5209,12,0.1,Randomized,1
5210,12,0.0,Naive,1
5211,12,0.1,Randomized,1
5212,12,0.0,Naive,1
5213,12,0.1,Randomized,1
5214,12,0.0,Naive,1
5215,12,0.1,Randomized,1
5216,12,0.0,Naive,1
5217,12,0.1,Randomized,1
5218,12,0.0,Naive,1
5219,12,0.1,Randomized,1
5220,12,0.0,Naive,1
5221,12,0.1,Randomized,1
5222,12,0.0,Naive,1
5223,12,0.1,Randomized,1
5224,12,0.0,Naive,1
5225,12,0.1,Randomized,1
5226,12,0.0,Naive,1
5227,12,0.1,Randomized,1
5228,12,0.0,Naive,1
5229,12,0.1,Randomized,1
5230,12,0.0,Naive,1
5231,12,0.1,Randomized,1
5232,12,0.0,Naive,1
5233,12,0.1,Randomized,1
5234,12,0.0,Naive,1
5235,12,0.1,Randomized,1
5236,12,0.0,Naive,1
5237,12,0.1,Randomized,1
5238,12,0.0,Naive,1
5239,12,0.1,Randomized,1
5240,12,0.0,Naive,1
5241,12,0.1,Randomized,1
5242,12,0.0,Naive,1
5243,12,0.1,Randomized,1
5244,12,0.0,Naive,1
5245,12,0.1,Randomized,1
5246,12,0.0,Naive,1
5247,12,0.1,Randomized,1
5248,12,0.0,Naive,1
5249,12,0.1,Randomized,1
5250,12,0.0,Naive,1
5251,12,0.1,Randomized,1
5252,12,0.0,Naive,1
5253,12,0.1,Randomized,1
5254,12,0.0,Naive,1
5255,12,0.1,Randomized,1
5256,12,0.0,Naive,1
5257,12,0.1,Randomized,1
5258,12,0.0,Naive,1
5259,12,0.1,Randomized,1
5260,12,0.0,Naive,1
5261,12,0.1,Randomized,1
5262,12,0.0,Naive,1
5263,12,0.1,Randomized,1
5264,12,0.0,Naive,1
5265,12,0.1,Randomized,1
5266,12,0.0,Naive,1
5267,12,0.1,Randomized,1
5268,12,0.0,Naive,1
5269,12,0.1,Randomized,1
5270,12,0.0,Naive,1
5271,12,0.1,Randomized,1
5272,12,0.0,Naive,1
5273,12,0.1,Randomized,1
5274,12,0.0,Naive,1
5275,12,0.1,Randomized,1
5276,12,0.0,Naive,1
5277,12,0.1,Randomized,1
5278,12,0.0,Naive,1
5279,12,0.1,Randomized,1
5280,12,0.0,Naive,1
5281,12,0.1,Randomized,1
5282,12,0.0,Naive,1
5283,12,0.1,Randomized,1
5284,12,0.0,Naive,1
5285,12,0.1,Randomized,1
5286,12,0.0,Naive,1
5287,12,0.1,Randomized,1
5288,12,0.0,Naive,1
5289,12,0.1,Randomized,1
5290,12,0.0,Naive,1
5291,12,0.1,Randomized,1
5292,12,0.0,Naive,1
5293,12,0.1,Randomized,1
5294,12,0.0,Naive,1
5295,12,0.1,Randomized,1
5296,12,0.0,Naive,1
5297,12,0.1,Randomized,1
5298,12,0.0,Naive,1
5299,12,0.1,Randomized,1
5300,12,0.0,Naive,1
5301,12,0.1,Randomized,1
5302,12,0.0,Naive,1
5303,12,0.1,Randomized,1
5304,12,0.0,Naive,1
5305,12,0.1,Randomized,1
5306,12,0.0,Naive,1
5307,12,0.1,Randomized,1
5308,12,0.0,Naive,1
5309,12,0.1,Randomized,1
5310,12,0.0,Naive,1
5311,12,0.1,Randomized,1
5312,12,0.0,Naive,1
5313,12,0.1,Randomized,1
5314,12,0.0,Naive,1
5315,12,0.1,Randomized,1
5316,12,0.0,Naive,1
5317,12,0.1,Randomized,1
5318,12,0.0,Naive,1
5319,12,0.1,Randomized,1
5320,12,0.0,Naive,1
5321,12,0.1,Randomized,1
5322,12,0.0,Naive,1
5323,12,0.1,Randomized,1
5324,12,0.0,Naive,1
5325,12,0.1,Randomized,1
5326,12,0.0,Naive,1
5327,12,0.1,Randomized,1
5328,12,0.0,Naive,1
5329,12,0.1,Randomized,1
5330,12,0.0,Naive,1
5331,12,0.1,Randomized,1
5332,12,0.0,Naive,1
5333,12,0.1,Randomized,1
5334,12,0.0,Naive,1
5335,12,0.1,Randomized,1
5336,12,0.0,Naive,1
5337,12,0.1,Randomized,1
5338,12,0.0,Naive,1
5339,12,0.1,Randomized,1
5340,12,0.0,Naive,1
5341,12,0.1,Randomized,1
5342,12,0.0,Naive,1
5343,12,0.1,Randomized,1
5344,12,0.0,Naive,1
5345,12,0.1,Randomized,1
5346,12,0.0,Naive,1
5347,12,0.1,Randomized,1
5348,12,0.0,Naive,1
5349,12,0.1,Randomized,1
5350,12,0.0,Naive,1
5351,12,0.1,Randomized,1
5352,12,0.0,Naive,1
5353,12,0.1,Randomized,1
5354,12,0.0,Naive,1
5355,12,0.1,Randomized,1
5356,12,0.0,Naive,1
5357,12,0.1,Randomized,1
5358,12,0.0,Naive,1
5359,12,0.1,Randomized,1
5360,12,0.0,Naive,1
5361,12,0.1,Randomized,1
5362,12,0.0,Naive,1
5363,12,0.1,Randomized,1
5364,12,0.0,Naive,1
5365,12,0.1,Randomized,1
5366,12,0.0,Naive,1
5367,12,0.1,Randomized,1
5368,12,0.0,Naive,1
5369,12,0.1,Randomized,1
5370,12,0.0,Naive,1
5371,12,0.1,Randomized,1
5372,12,0.0,Naive,1
5373,12,0.1,Randomized,1
5374,12,0.0,Naive,1
5375,12,0.1,Randomized,1
5376,12,0.0,Naive,1
5377,12,0.1,Randomized,1
5378,12,0.0,Naive,1
5379,12,0.1,Randomized,1
5380,12,0.0,Naive,1
5381,12,0.1,Randomized,1
5382,12,0.0,Naive,1
5383,12,0.1,Randomized,1
5384,12,0.0,Naive,1
5385,12,0.1,Randomized,1
5386,12,0.0,Naive,1
5387,12,0.1,Randomized,1
5388,12,0.0,Naive,1
5389,12,0.1,Randomized,1
5390,12,0.0,Naive,1
5391,12,0.1,Randomized,1
5392,12,0.0,Naive,1
5393,12,0.1,Randomized,1
5394,12,0.0,Naive,1
5395,12,0.1,Randomized,1
5396,12,0.0,Naive,1
5397,12,0.1,Randomized,1
5398,12,0.0,Naive,1
5399,12,0.1,Randomized,1
5400,12,0.0,Naive,1
5401,12,0.1,Randomized,1
5402,12,0.0,Naive,1
5403,12,0.1,Randomized,1
5404,12,0.0,Naive,1
5405,12,0.1,Randomized,1
5406,12,0.0,Naive,1
5407,12,0.1,Randomized,1
5408,12,0.0,Naive,1
5409,12,0.1,Randomized,1
5410,12,0.0,Naive,1
5411,12,0.1,Randomized,1
5412,12,0.0,Naive,1
5413,12,0.1,Randomized,1
5414,12,0.0,Naive,1
5415,12,0.1,Randomized,1
5416,12,0.0,Naive,1
5417,12,0.1,Randomized,1
5418,12,0.0,Naive,1
5419,12,0.1,Randomized,1
5420,12,0.0,Naive,1
5421,12,0.1,Randomized,1
5422,12,0.0,Naive,1
5423,12,0.1,Randomized,1
5424,12,0.0,Naive,1
5425,12,0.1,Randomized,1
5426,12,0.0,Naive,1
5427,12,0.1,Randomized,1
5428,12,0.0,Naive,1
5429,12,0.1,Randomized,1
5430,12,0.0,Naive,1
5431,12,0.1,Randomized,1
5432,12,0.0,Naive,1
5433,12,0.1,Randomized,1
5434,12,0.0,Naive,1
5435,12,0.1,Randomized,1
5436,12,0.0,Naive,1
5437,12,0.1,Randomized,1
5438,12,0.0,Naive,1
5439,12,0.1,Randomized,1
5440,12,0.0,Naive,1
5441,12,0.1,Randomized,1
5442,12,0.0,Naive,1
5443,12,0.1,Randomized,1
5444,12,0.0,Naive,1
5445,12,0.1,Randomized,1
5446,12,0.0,Naive,1
5447,12,0.1,Randomized,1
5448,12,0.0,Naive,1
5449,12,0.1,Randomized,1
5450,12,0.0,Naive,1
5451,12,0.1,Randomized,1
5452,12,0.0,Naive,1
5453,12,0.1,Randomized,1
5454,12,0.0,Naive,1
5455,12,0.1,Randomized,1
5456,12,0.0,Naive,1
5457,12,0.1,Randomized,1
5458,12,0.0,Naive,1
5459,12,0.1,Randomized,1
5460,12,0.0,Naive,1
5461,12,0.1,Randomized,1
5462,12,0.0,Naive,1
5463,12,0.1,Randomized,1
5464,12,0.0,Naive,1
5465,12,0.1,Randomized,1
5466,12,0.0,Naive,1
5467,12,0.1,Randomized,1
